#GBE_ID	GBE_NAME	FIELD	TABLE	BASKET	APP_ID	N	N_GBE	N_NBW	N_AFR	N_EAS	N_SAS	SOURCE	DATE	PATH
HC929	TTE_rheumatic_tricuspid_valve_diseases	NA	NA	NA	24983	890	603	33	11	0	14	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC929.phe
HC430	rheumatoid_arthritis	NA	NA	NA	24983	9691	6363	399	118	13	197	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC430.phe
HC1183	TTE_rosacea	NA	NA	NA	24983	5737	4002	301	12	7	36	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1183.phe
HC533	TTE_rubella_[german_measles]	NA	NA	NA	24983	3295	2431	114	5	1	6	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC533.phe
HC1339	TTE_salpingitis_and_oophoritis	NA	NA	NA	24983	1070	670	58	30	1	16	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1339.phe
HC639	TTE_sarcoidosis	NA	NA	NA	24983	1859	1167	77	72	0	72	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC639.phe
HC595	TTE_scabies	NA	NA	NA	24983	2429	1633	107	22	8	56	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC595.phe
HC477	TTE_scarlet_fever	NA	NA	NA	24983	1317	979	42	1	0	1	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC477.phe
HC729	TTE_schizophrenia	NA	NA	NA	24983	1200	626	83	62	5	41	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC729.phe
HC15	sciatica	NA	NA	NA	24983	8947	5974	410	111	13	127	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC15.phe
HC417	sclerosing_cholangitis	NA	NA	NA	24983	871	607	32	5	3	12	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC417.phe
HC1239	TTE_scoliosis	NA	NA	NA	24983	2987	1979	152	32	6	39	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1239.phe
HC1149	TTE_seborrhoeic_dermatitis	NA	NA	NA	24983	9982	6757	535	74	10	150	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1149.phe
HC1190	TTE_seborrhoeic_keratosis	NA	NA	NA	24983	29861	21404	1295	54	33	117	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1190.phe
HC871	TTE_senile_cataract	NA	NA	NA	24983	15181	9960	629	185	46	414	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC871.phe
HC978	TTE_sequelae_of_cerebrovascular_disease	NA	NA	NA	24983	2052	1338	94	44	2	33	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC978.phe
HC1211	TTE_seropositive_rheumatoid_arthritis	NA	NA	NA	24983	962	636	32	5	1	18	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1211.phe
HC753	TTE_sexual_dysfunction,_not_caused_by_organic_disorder_or_disease	NA	NA	NA	24983	2147	1405	98	34	3	54	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC753.phe
HC105	shingles	NA	NA	NA	24983	1476	1056	72	5	0	10	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC105.phe
HC1263	TTE_shoulder_lesions	NA	NA	NA	24983	32489	21877	1447	358	55	642	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1263.phe
HC1426	TTE_single_delivery_by_caesarean_section	NA	NA	NA	24983	2814	1783	179	55	12	56	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1426.phe
HC1425	TTE_single_delivery_by_forceps_and_vacuum_extractor	NA	NA	NA	24983	1949	1334	128	4	3	21	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1425.phe
HC1424	TTE_single_spontaneous_delivery	NA	NA	NA	24983	15316	10321	710	174	27	219	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1424.phe
HC321	sjogren's_syndrome/sicca_syndrome	NA	NA	NA	24983	1032	652	58	17	3	30	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC321.phe
cancer1003	skin_cancer	NA	NA	NA	24983	32288	23144	1649	12	7	21	NA	2020-03-31	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/cancer/v2_2020/phe/cancer1003.phe
HC1171	TTE_skin_changes_due_to_chronic_exposure_to_nonionising_radiation	NA	NA	NA	24983	18783	13436	964	9	7	33	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1171.phe
HC364	sleep_apnoea	NA	NA	NA	24983	7539	4868	402	126	13	151	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC364.phe
HC819	TTE_sleep_disorders	NA	NA	NA	24983	16718	10997	883	211	25	287	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC819.phe
HC1259	TTE_soft_tissue_disorders_related_to_use,_overuse_and_pressure	NA	NA	NA	24983	16193	11363	615	94	11	138	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1259.phe
HC749	TTE_somatoform_disorders	NA	NA	NA	24983	2965	2020	121	27	3	47	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC749.phe
HC53	spinal_injury	NA	NA	NA	24983	1073	734	68	6	1	12	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC53.phe
HC402	spinal_stenosis	NA	NA	NA	24983	6238	4155	265	95	5	117	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC402.phe
HC158	spine_arthritis/spondylitis	NA	NA	NA	24983	4572	3167	185	31	7	22	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC158.phe
HC1244	TTE_spondylosis	NA	NA	NA	24983	28723	19395	1074	258	34	497	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1244.phe
HC1370	TTE_spontaneous_abortion	NA	NA	NA	24983	5817	3771	294	107	20	100	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1370.phe
HC42	spontaneous_pneumothorax/recurrent_pneumothorax	NA	NA	NA	24983	2291	1572	121	22	1	16	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC42.phe
HC1256	TTE_spontaneous_rupture_of_synovium_and_tendon	NA	NA	NA	24983	1253	853	54	16	1	13	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1256.phe
cancer1018	stomach_cancer	NA	NA	NA	24983	1047	710	53	11	2	10	NA	2020-03-31	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/cancer/v2_2020/phe/cancer1018.phe
HC98	stomach_disorder	NA	NA	NA	24983	2420	1625	111	20	5	38	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC98.phe
HC1076	TTE_stomatitis_and_related_lesions	NA	NA	NA	24983	3664	2426	179	33	7	83	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1076.phe
HC602	TTE_streptococcus_and_staphylococcus_as_the_cause_of_diseases_classified_to_other_chapters	NA	NA	NA	24983	6168	4050	298	73	7	87	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC602.phe
HC178	stress	NA	NA	NA	24983	2320	1600	111	18	2	28	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC178.phe
HC1577	AD_stroke	NA	NA	NA	24983	13134	8850	600	181	14	195	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1577.phe
HC973	TTE_stroke,_not_specified_as_haemorrhage_or_infarction	NA	NA	NA	24983	8800	5967	421	110	8	132	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC973.phe
HC255	subarachnoid_haemorrhage	NA	NA	NA	24983	1895	1279	78	22	3	26	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC255.phe
HC239	subdural_haemorrhage/haematoma	NA	NA	NA	24983	7827	5206	341	101	14	114	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC239.phe
HC939	TTE_subsequent_myocardial_infarction	NA	NA	NA	24983	902	599	36	2	1	32	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC939.phe
HC904	TTE_suppurative_and_unspecified_otitis_media	NA	NA	NA	24983	10082	6858	410	45	10	176	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC904.phe
HC131	svt_/_supraventricular_tachycardia	NA	NA	NA	24983	4717	3203	251	42	4	77	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC131.phe
HC142	synovitis	NA	NA	NA	24983	7590	5062	339	123	22	124	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC142.phe
HC1255	TTE_synovitis_and_tenosynovitis	NA	NA	NA	24983	18009	12239	756	223	43	314	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1255.phe
HC1233	TTE_systemic_lupus_erythematosus	NA	NA	NA	24983	928	539	65	48	3	23	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1233.phe
HC267	tennis_elbow_/_lateral_epicondylitis	NA	NA	NA	24983	1263	813	43	11	2	26	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC267.phe
cancer1045	testicular_cancer	NA	NA	NA	24983	957	689	36	1	0	5	NA	2020-03-31	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/cancer/v2_2020/phe/cancer1045.phe
HC12	testicular_problems_(not_cancer)	NA	NA	NA	24983	725	508	32	8	1	7	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC12.phe
cancer1065	thyroid_cancer	NA	NA	NA	24983	897	570	57	15	3	12	NA	2020-03-31	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/cancer/v2_2020/phe/cancer1065.phe
HC180	thyroid_problem_(not_cancer)	NA	NA	NA	24983	1440	970	87	17	3	24	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC180.phe
HC646	TTE_thyroiditis	NA	NA	NA	24983	1210	808	75	9	4	22	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC646.phe
HC645	TTE_thyrotoxicosis_[hyperthyroidism]	NA	NA	NA	24983	7138	4705	334	127	35	108	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC645.phe
HC116	tinnitus_/_tiniitis	NA	NA	NA	24983	2704	1820	121	13	4	47	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC116.phe
HC331	tonsiltis	NA	NA	NA	24983	6298	4441	299	27	5	53	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC331.phe
HC817	TTE_transient_cerebral_ischaemic_attacks_and_related_syndromes	NA	NA	NA	24983	8255	5758	356	59	4	119	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC817.phe
HC400	transient_ischaemic_attack_(tia)	NA	NA	NA	24983	4634	3224	202	36	3	58	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC400.phe
HC202	trapped_nerve/compressed_nerve	NA	NA	NA	24983	1802	1237	76	14	1	31	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC202.phe
HC390	trigemminal_neuralgia	NA	NA	NA	24983	813	556	39	7	1	14	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC390.phe
HC62	tuberculosis_(tb)	NA	NA	NA	24983	2984	1804	174	50	8	172	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC62.phe
HC1296	TTE_tubulo-interstitial_nephritis,_not_specified_as_acute_or_chronic	NA	NA	NA	24983	1825	1145	87	29	4	45	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1296.phe
HC1204	TTE_ulcer_of_lower_limb,_not_elsewhere_classified	NA	NA	NA	24983	2202	1453	108	32	3	33	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1204.phe
HC1102	TTE_ulcerative_colitis	NA	NA	NA	24983	5614	3738	260	27	3	115	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1102.phe
HC1096	TTE_umbilical_hernia	NA	NA	NA	24983	7178	4860	323	135	2	100	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1096.phe
HC1100	TTE_unspecified_abdominal_hernia	NA	NA	NA	24983	1862	1268	81	10	2	22	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1100.phe
HC1020	TTE_unspecified_acute_lower_respiratory_infection	NA	NA	NA	24983	59381	40357	2487	485	75	1031	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1020.phe
HC1092	TTE_unspecified_appendicitis	NA	NA	NA	24983	6022	3971	394	55	7	70	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1092.phe
HC1153	TTE_unspecified_contact_dermatitis	NA	NA	NA	24983	3172	2184	146	21	9	48	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1153.phe
HC713	TTE_unspecified_dementia	NA	NA	NA	24983	1405	897	80	24	1	21	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC713.phe
HC652	TTE_unspecified_diabetes_mellitus	NA	NA	NA	24983	24129	14855	964	676	52	1291	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC652.phe
HC1337	TTE_unspecified_lump_in_breast	NA	NA	NA	24983	15946	10859	734	149	30	141	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1337.phe
HC1382	TTE_unspecified_maternal_hypertension	NA	NA	NA	24983	862	522	59	18	1	22	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1382.phe
HC743	TTE_unspecified_mood_[affective]_disorder	NA	NA	NA	24983	888	625	29	5	0	7	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC743.phe
HC1307	TTE_unspecified_renal_colic	NA	NA	NA	24983	5478	3694	225	42	12	96	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1307.phe
HC1303	TTE_unspecified_renal_failure	NA	NA	NA	24983	3121	2043	135	51	3	77	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1303.phe
HC541	TTE_unspecified_viral_hepatitis	NA	NA	NA	24983	1324	822	121	10	10	10	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC541.phe
HC195	ureteric_obstruction/hydronephrosis	NA	NA	NA	24983	1558	1056	72	14	2	26	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC195.phe
HC1318	TTE_urethral_stricture	NA	NA	NA	24983	4734	3138	224	54	7	137	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1318.phe
HC1317	TTE_urethritis_and_urethral_syndrome	NA	NA	NA	24983	1111	743	51	15	1	16	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1317.phe
HC140	urinary_frequency_/_incontinence	NA	NA	NA	24983	3091	2087	135	21	5	45	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC140.phe
HC404	urinary_tract_infection/kidney_infection	NA	NA	NA	24983	20963	13990	992	242	28	347	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC404.phe
HC1164	TTE_urticaria	NA	NA	NA	24983	10944	7359	422	92	24	266	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1164.phe
cancer1040	uterine/endometrial_cancer	NA	NA	NA	24983	2675	1805	139	17	7	31	NA	2020-03-31	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/cancer/v2_2020/phe/cancer1040.phe
HC31	uterine_fibroids	NA	NA	NA	24983	8684	5578	406	389	21	89	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC31.phe
HC254	uterine_polyps	NA	NA	NA	24983	1619	1149	73	8	2	10	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC254.phe
HC405	vaginal_prolapse/uterine_prolapse	NA	NA	NA	24983	3111	2152	150	10	2	27	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC405.phe
HC529	TTE_varicella_[chickenpox]	NA	NA	NA	24983	11864	8457	405	92	14	98	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC529.phe
HC401	varicose_veins	NA	NA	NA	24983	16569	11255	819	107	13	174	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC401.phe
HC990	TTE_varicose_veins_of_lower_extremities	NA	NA	NA	24983	22282	15193	1101	122	17	255	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC990.phe
HC993	TTE_varicose_veins_of_other_sites	NA	NA	NA	24983	1960	1334	98	20	7	21	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC993.phe
HC1104	TTE_vascular_disorders_of_intestine	NA	NA	NA	24983	1848	1290	73	21	4	18	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1104.phe
HC1021	TTE_vasomotor_and_allergic_rhinitis	NA	NA	NA	24983	48101	32443	2149	648	249	892	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1021.phe
HC1097	TTE_ventral_hernia	NA	NA	NA	24983	6105	4129	271	81	2	55	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1097.phe
HC102	vertigo	NA	NA	NA	24983	1489	998	61	15	2	35	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC102.phe
HC604	TTE_viral_agents_as_the_cause_of_diseases_classified_to_other_chapters	NA	NA	NA	24983	810	537	34	16	0	11	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC604.phe
HC455	TTE_viral_and_other_specified_intestinal_infections	NA	NA	NA	24983	4927	3318	201	55	5	127	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC455.phe
HC552	TTE_viral_infection_of_unspecified_site	NA	NA	NA	24983	11209	7418	481	127	13	241	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC552.phe
HC534	TTE_viral_warts	NA	NA	NA	24983	17495	12115	781	81	20	305	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC534.phe
HC894	TTE_visual_disturbances	NA	NA	NA	24983	10479	7003	499	130	16	184	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC894.phe
HC608	TTE_vitamin_b12_deficiency_anaemia	NA	NA	NA	24983	3274	2170	160	19	1	141	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC608.phe
HC680	TTE_vitamin_d_deficiency	NA	NA	NA	24983	2312	1227	138	80	3	198	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC680.phe
HC1188	TTE_vitiligo	NA	NA	NA	24983	1121	714	45	17	5	72	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1188.phe
HC706	TTE_volume_depletion	NA	NA	NA	24983	5067	3381	225	72	8	95	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC706.phe
HC282	whooping_cough_/_pertussis	NA	NA	NA	24983	6264	4175	269	81	9	108	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC282.phe
HC530	TTE_zoster_[herpes_zoster]	NA	NA	NA	24983	15909	11112	690	63	31	149	cdeboever/justesen	2020-05-15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC530.phe
